drugbank_id,name,cas
DB12732,Firategrast,402567-16-2
DB12733,Dipraglurant,872363-17-2
DB12734,Demcizumab,1243262-17-0
DB12736,Etanidazole,22668-01-5
DB12737,Brontictuzumab,1447814-75-6
DB12738,Tiplimotide,178823-49-9
DB12739,Bindarit,130641-38-2
DB12740,CC-115,1228013-15-7
DB12741,DTP-348,1383370-92-0
DB12742,Amuvatinib,850879-09-3
DB12743,Z-160,41332-24-5
DB12744,CGI-1842,900573-88-8
DB12745,GSK-690693,937174-76-0
DB12746,AKN-028,1175017-90-9
DB12747,Tertomotide,915019-08-8
DB12748,LTX-315,1345407-05-7
DB12749,Butylphthalide,6066-49-5
DB12750,N-omega-nitro-L-arginine methyl ester,50903-99-6
DB12751,Malic acid,6915-15-7
DB12752,Bucindolol,71119-11-4
DB12753,Racivir,143491-54-7
DB12754,Iodide,20461-54-5
DB12755,Zoptarelin doxorubicin,139570-93-7
DB12756,TAK-901,934541-31-8
DB12757,Pelitrexol,446022-33-9
DB12758,Atreleuton,154355-76-7
DB12759,Suptavumab,1629615-23-1
DB12760,GW-493838,253124-46-8
DB12761,Timcodar,179033-51-3
DB12762,Rabacfosadine,859209-74-8
DB12763,MK-1496,1037254-47-9
DB12764,Opaganib,915385-81-8
DB12765,Methyl isocyanate,624-83-9
DB12766,Cicletanine,89943-82-8
DB12767,Gaxilose,14087-31-1
DB12768,BCG vaccine,
DB12769,Lometrexol,106400-81-1
DB12770,Lafutidine,118288-08-7
DB12771,Hydroxytyrosol,10597-60-1
DB12773,Sifalimumab,1006877-41-3
DB12774,AZD-8055,1009298-09-2
DB12775,Abituzumab,1105038-73-0
DB12776,E-6005,947620-48-6
DB12777,Somatoprim,252845-37-7
DB12778,Rivipansel,927881-99-0
DB12779,Higenamine,5843-65-2
DB12780,Quinfamide,62265-68-3
DB12781,Balaglitazone,199113-98-9
DB12782,SCH-486757,524019-25-8
DB12783,Benserazide,322-35-0
DB12784,NS-018,1239358-86-1
DB12785,Furaprevir,1435923-88-8
DB12786,Alvircept sudotox,137487-62-8
DB12787,Norethandrolone,52-78-8
DB12788,Glucagon-like peptide II,223460-79-5
DB12789,Dinoprost,551-11-1
DB12791,Laninamivir,203120-17-6
DB12792,Boscalid,188425-85-6
DB12793,Condoliase,9024-13-9
DB12794,p-Quaterphenyl,135-70-6
DB12795,CMX-2043,910627-26-8
DB12796,MRX-I,1112968-42-9
DB12797,Ecromeximab,292819-64-8
DB12798,Relenopride,1221416-43-8
DB12799,Laniquidar,197509-46-9
DB12800,CHF-6001,1239278-59-1
DB12802,Picropodophyllin,477-47-4
DB12803,Dichloroisoproterenol,59-61-0
DB12804,Daniquidone,67199-66-0
DB12805,Ataciguat,254877-67-3
DB12806,GSK-1004723,955359-72-5
DB12807,Naptumomab estafenatox,676258-98-3
DB12808,Trifarotene,895542-09-3
DB12809,BK-MDA,80535-73-5
DB12810,AN-2718,174672-06-1
DB12812,Palomid 529,914913-88-5
DB12813,Radium Ra-223,15623-45-7
DB12814,Cepeginterferon alfa-2B,1192706-52-7
DB12815,Crotedumab,1452387-69-7
DB12816,Terpinen-4-ol,562-74-3
DB12817,Zoliflodacin,1620458-09-4
DB12818,NM-3,181427-78-1
DB12819,GSI-136,443989-01-3
DB12820,Concizumab,1312299-39-0
DB12821,Perflubutane,355-25-9
DB12822,Pancreatic Polypeptide,59763-91-6
DB12823,Tecarfarin,867257-26-9
DB12824,Monalizumab,1228763-95-8
DB12825,Lefamulin,1061337-51-6
DB12826,Depatuxizumab,1471999-69-5
DB12827,Indoximod,110117-83-4
DB12829,Amithiozone,104-06-3
DB12830,Cebranopadol,863513-91-1
DB12831,Gabexate,39492-01-8
DB12832,Prednimustine,29069-24-7
DB12833,Tandospirone,87760-53-0
DB12834,Secnidazole,3366-95-8
DB12835,Olipudase alfa,927883-84-9
DB12836,Grapiprant,415903-37-6
DB12837,UK-500001,582332-31-8
DB12838,Tetrasul,2227-13-6
DB12839,Pegvaliase,1585984-95-7
DB12840,Pirnabine,19825-63-9
DB12841,Glial growth factor 2,195009-21-3
DB12842,Pegamotecan,581079-18-7
DB12843,Oleandrin,465-16-7
DB12844,Rontalizumab,948570-30-7
DB12845,Amatuximab,931402-35-6
DB12846,Reproterol,54063-54-6
DB12847,Pyroxamide,382180-17-8
DB12848,PF-04217903,956905-27-4
DB12849,Clazakizumab,1236278-28-6
DB12850,Etalocib,161172-51-6
DB12851,Miravirsen,1072874-90-8
DB12852,MK-0752,471905-41-6
DB12853,DA-6886,1342815-16-0
DB12854,BMS-908662,870603-16-0
DB12855,Apricitabine,160707-69-7
DB12856,Timonacic,444-27-9
DB12857,NVP-LEQ-506,1204975-42-7
DB12858,LY-377604,204592-94-9
DB12859,Tantalum,7440-25-7
DB12860,Actinium,7440-34-8
DB12861,Rimeporide,187870-78-6
DB12862,Glucose oxidase,9001-37-0
DB12863,Sivelestat,127373-66-4
DB12864,Melarsoprol,494-79-1
DB12865,Etelcalcetide,1262780-97-1
DB12866,Pradigastat,956136-95-1
DB12867,Benperidol,2062-84-2
DB12868,Intoplicine,125974-72-3
DB12869,Eliprodil,119431-25-3
DB12870,Buthionine sulfoximine,5072-26-4
DB12871,Burlulipase,1261982-91-5
DB12872,Vonicog alfa,109319-16-6
DB12873,Dianhydrogalactitol,23261-20-3
DB12874,Quizartinib,950769-58-1
DB12875,Mavatrep,956274-94-5
DB12876,GS-9256,1001094-46-7
DB12877,Oxatomide,60607-34-3
DB12878,AV-101,153152-32-0
DB12879,Omigapil,181296-84-4
DB12880,Interleukin-10,
DB12881,Indole-3-carbinol,700-06-1
DB12882,Ombrabulin,181816-48-8
DB12883,Eltoprazine,98224-03-4
DB12884,Lavoltidine,76956-02-0
DB12885,CF-102,163042-96-4
DB12886,GSK-1521498,1007573-18-3
DB12887,Tazemetostat,1403254-99-8
DB12888,Ezutromid,945531-77-1
DB12889,Velneperit,342577-38-2
DB12890,Dihydrexidine,123039-93-0
DB12891,Ozanezumab,1310680-64-8
DB12892,MGB-BP-3,1000277-08-6
DB12893,Sacituzumab govitecan,1491917-83-9
DB12894,Raluridine,119644-22-3
DB12895,TD-139,1450824-22-2
DB12896,PSI-352938,1199809-32-9
DB12897,MK-7622,1227923-29-6
DB12898,Calcitonin eel,57014-02-5
DB12899,TT-301,886208-76-0
DB12900,Irdabisant,1005402-19-6
DB12901,Fiacitabine,69123-90-6
DB12902,Trofosfamide,22089-22-1
DB12903,DEBIO-1347,1265229-25-1
DB12904,ZSTK-474,475110-96-4
DB12905,Samarium Sm-153,15766-00-4
DB12906,LY-2334737,892128-60-8
DB12907,Mannose,3458-28-4
DB12908,Denenicokin,716840-32-3
DB12909,Factor XIII (human),9013-56-3
DB12910,Emicerfont,786701-13-1
DB12911,Nicoboxil,13912-80-6
DB12912,Nolatrexed,147149-76-6
DB12914,MGL-3196,920509-32-6
DB12915,Corticorelin acetate,1312542-61-2
DB12916,Mitolactol,10318-26-0
DB12917,Bimekizumab,1418205-77-2
DB12919,T-62,40312-34-3
DB12920,Pinometostat,1380288-87-8
DB12921,Chlorsulfaquinoxaline,97919-22-7
DB12923,Gallopamil,16662-47-8
DB12924,Ozenoxacin,245765-41-7
DB12925,Crolibulin,1000852-17-4
DB12926,Cafedrine,58166-83-9
DB12927,Theodrenaline,13460-98-5
DB12928,GET-73,202402-01-5
DB12929,JNJ-39220675,959740-39-7
DB12930,Opipramol,315-72-0
DB12931,Fenobam,57653-26-6
DB12932,Merotocin,1190083-57-8
DB12933,RO-4987655,874101-00-5
DB12934,Granotapide,594842-13-4
DB12935,Remogliflozin etabonate,442201-24-3
DB12937,Quercetin-3'-O-phosphate,1111616-69-3
DB12938,Isoxaflutole,141112-29-0
DB12939,Nikkomycin Z,59456-70-1
DB12940,Helium He-3,14762-55-1
DB12941,Darolutamide,1297538-32-9
DB12942,Lactitol,585-86-4
DB12943,Milatuzumab,899796-83-9
DB12944,Phloroglucinol,108-73-6
DB12945,Dihydralazine,484-23-1
DB12946,"8-cyclopentyl-1,3-dipropylxanthine",102146-07-6
DB12947,Doxifluridine,3094-09-5
DB12948,Didox,69839-83-4
DB12949,PF-03382792,1400811-63-3
DB12950,Albusomatropin,1613273-96-3
DB12951,Pivagabine,69542-93-4
DB12952,Methylprednisone,91523-05-6
DB12953,Disitertide,272105-42-7
DB12954,Terizidone,25683-71-0
DB12955,Delparantag,872454-31-4
DB12956,Vantictumab,1345009-45-1
DB12957,5-fluoro-2'-deoxycytidine,10356-76-0
DB12958,Prothipendyl,303-69-5
DB12959,IOWH-032,1191252-49-9
DB12960,INCB-9471,869769-98-2
DB12961,Leukotriene B4,71160-24-2
DB12962,CP-547632,252003-65-9
DB12963,CCX-354,1010073-75-2
DB12964,Lerisetron,143257-98-1
DB12965,Silver,7440-22-4
DB12966,Falnidamol,196612-93-8
DB12967,Mitoguazone,459-86-9
DB12968,DONU,58484-17-6
DB12969,Methylinositol,10284-63-6
DB12970,Levoglucose,921-60-8
DB12971,Pactimibe,189198-30-9
DB12972,Sepranolone,516-55-2
DB12973,Serlopitant,860642-69-9
DB12974,Roniciclib,1223498-69-8
DB12975,Pyronaridine,74847-35-1
DB12976,Robatumumab,934235-44-6
DB12977,Simenepag isopropyl,910562-13-9
DB12978,Pexidartinib,1029044-16-3
DB12979,Nepicastat,173997-05-2
DB12980,CHS-828,200484-11-3
DB12981,XL-888,1149705-71-4
DB12982,Silicon,7440-21-3
DB12983,Phthalocyanine,574-93-6
DB12984,Larotaxel,156294-36-9
DB12985,Quisinostat,875320-29-9
DB12986,VS-5584,1246560-33-7
DB12987,Penclomedine,108030-77-9
DB12988,LY-518674,425671-29-0
DB12989,Neosaxitoxin,64296-20-4
DB12990,Icosabutate,1253909-57-7
DB12991,Deoxyspergualin,89149-10-0
DB12992,Bleomycin A6,37293-17-7
DB12993,Berkelium,7440-40-6
DB12994,MIP-1095 I-123,949575-25-1
DB12996,Acteoside,61276-17-3
DB12997,Brilacidin,1224095-98-0
DB12998,PF-00217830,846032-02-8
DB12999,MK-6186,1034474-19-5
DB13000,PCI-27483,871266-63-6
DB13001,Tinoridine,24237-54-5
DB13002,HKI-357,848133-17-5
DB13003,Cortivazol,1110-40-3
DB13004,Mavoglurant,543906-09-8
DB13005,Rebastinib,1020172-07-9
DB13006,Cibinetide,1208243-50-8
DB13007,Enfortumab vedotin,1346452-25-2
DB13008,"2,2-bis(4-hydroxy-3-tert-butylphenyl)propane",79-96-9
DB13009,Carbendazim,10605-21-7
DB13010,4-isothioureidobutyronitrile,500863-50-3
DB13011,Diethylhomospermine,119422-08-1
DB13012,AQX-1125,782487-28-9
DB13013,LFF-571,1160959-55-6
DB13014,Hypericin,548-04-9
DB13016,LY-2300559,889116-06-7
DB13017,Rovalpituzumab tesirine,1613313-09-9
DB13018,Dimiracetam,126100-97-8
DB13019,Henatinib,1239269-51-2
DB13020,Apratastat,287405-51-0
DB13021,123I-iodometomidate,813466-05-6
DB13022,LY-2874455,1254473-64-7
DB13023,IPI-493,64202-81-9
DB13024,MK-8245,1030612-90-8
DB13025,Tiapride,51012-32-9
DB13026,Ornidazole,16773-42-5
DB13027,Tucaresol,84290-27-7
DB13028,Biapenem,120410-24-4
DB13029,MK-0873,500355-52-2
DB13030,2'-fluoro-5-ethylarabinosyluracil,69123-94-0
DB13031,Niobium,7440-03-1
DB13032,Enecadin,259525-01-4
DB13033,Urocortin-2,351999-18-3
DB13034,Foxy-5,881188-51-8
DB13035,AG-24322,837364-57-5
DB13036,Ramatroban,116649-85-5
DB13037,Namilumab,1206681-39-1
DB13038,Glyceryl Trioleate,122-32-7
DB13039,Aminaphthone,14748-94-8
DB13040,Gandotinib,1229236-86-5
DB13041,Odalasvir,1415119-52-6
DB13042,Fenoverine,37561-27-6
DB13044,Gossypol,303-45-7
DB13045,Racotumomab,946832-34-4
DB13046,Tocladesine,41941-56-4
DB13047,Pentavalent Antimony,22537-51-5
DB13048,PAC-1,315183-21-2
DB13049,Lobaplatin,135558-11-1
DB13050,Tirilazad,110101-66-1
DB13051,CH-5132799,1007207-67-1
DB13052,Upamostat,1191101-18-4
DB13053,CP-195543,204981-48-6
DB13054,ACT-451840,1839508-99-4
DB13055,Oteseconazole,1340593-59-0
DB13056,Irsogladine,57381-26-7
DB13057,Torapsel,204658-47-9
DB13058,Methanesulfonyl Fluoride,558-25-8
DB13059,PF-03814735,942487-16-3
DB13060,CEP-37440,1391712-60-9
DB13061,MLN8054,869363-13-3
DB13062,ME-344,1374524-68-1
DB13063,Parthenolide,20554-84-1
DB13064,Tramazoline,1082-57-1
DB13065,LY-2811376,1194044-20-6
DB13066,Liarozole,115575-11-6
DB13067,Rotigaptide,355151-12-1
DB13068,9-(N-methyl-L-isoleucine)-cyclosporin A,143205-42-9
DB13069,Nimustine,42471-28-3
DB13070,Surinabant,288104-79-0
DB13071,Creatinolfosfate,6903-79-3
DB13072,GDC-0349,1207360-89-1
DB13073,Tregalizumab,1207446-68-1
DB13074,Macimorelin,381231-18-1
DB13075,Menaquinone 7,2124-57-4
DB13076,Yttrium Y-90,10098-91-6
DB13077,LCB01-0371,1219707-39-7
DB13078,KOSN-1724,693272-98-9
DB13080,Roluperidone,359625-79-9
DB13082,Nefiracetam,77191-36-7
DB13083,Talarozole,201410-53-9
DB13084,Pyritinol,1098-97-1
DB13085,Lumefantrine co-artemether,141204-94-6
DB13086,SCYX-7158,1266084-51-8
DB13087,Miridesap,224624-80-0
DB13088,AZD-0424,692054-06-1
DB13089,Enoxolone,471-53-4
DB13090,Zidebactam,1436861-97-0
DB13091,Tiropramide,55837-29-1
DB13092,Meclocycline,2013-58-3
DB13093,TAK-593,1005780-62-0
DB13094,Pruvanserin,443144-26-1
DB13095,JTK-853,954389-09-4
DB13096,Gacyclidine,68134-81-6
DB13097,1alpha-Hydroxyvitamin D5,187935-17-7
DB13098,CT-2584,166981-13-1
DB13099,Valnoctamide,4171-13-5
DB13100,Biguanide,56-03-1
DB13101,4SC-202,910462-43-0
DB13102,AZD-8418,1198309-73-7
DB13103,GPX-150,236095-29-7
DB13104,X-396,1365267-27-1
DB13105,Resolvin E1,552830-51-0
DB13106,Glycovir,131262-82-3
DB13107,QGC-001,648927-86-0
DB13108,Mephedrone,1189805-46-6
DB13109,PKI-179,1197160-28-3
DB13110,Antimony,7440-36-0
DB13111,Chromanol,950-99-2
DB13112,Dolcanatide,1092457-65-2
DB13113,JNJ-38877605,943540-75-8
DB13114,Amitriptylinoxide,4317-14-0
DB13115,Saroglitazar,495399-09-2
DB13116,Norflurane,811-97-2
DB13117,Pentafluoropropane,460-73-1
DB13118,Paquinimod,248282-01-1
DB13119,GSK-364735,863434-13-3
DB13120,Deferitazole,945635-15-4
DB13121,Hydroxypropyl tetrahydropyrantriol,439685-79-7
DB13122,Trabodenoson,871108-05-3
DB13123,OTX-008,286936-40-1
DB13124,Troxerutin,7085-55-4
DB13125,Lusutrombopag,1110766-97-6
DB13126,BMS-986115,1584647-27-7
DB13127,Olokizumab,1007223-17-7
DB13128,Sizofiran,9050-67-3
DB13129,Trimegestone,74513-62-5
DB13131,Serrapeptase,95077-02-4
DB13132,Artemisinin,63968-64-9
DB13133,Von Willebrand factor human,109319-16-6
DB13134,Fluorine F-18,13981-56-1
DB13135,AGN-201904,651729-53-2
DB13136,Fluindione,957-56-2
DB13137,PM-060184,960210-99-5
DB13138,Neladenoson bialanate,1239309-58-0
DB13139,Levosalbutamol,34391-04-3
DB13140,Bezlotoxumab,1246264-45-8
DB13141,Ambroxol acefyllinate,96989-76-3
DB13142,Calcium glubionate anhydrous,97635-31-9
DB13143,Methallenestril,517-18-0
DB13144,Lenograstim,135968-09-1
DB13145,Nedaplatin,95734-82-0
DB13146,Fluciclovine (18F),222727-39-1
DB13147,Pancrelipase lipase,9001-62-1
DB13148,Coagulation factor X human,
DB13149,Protein S human,
DB13150,Coagulation factor VII human,
DB13151,Anti-inhibitor coagulant complex,
DB13152,Coagulation Factor IX Human,181054-95-5
DB13153,Levomenol,23089-26-1
DB13154,Parachlorophenol,106-48-9
DB13155,Esculin,531-75-9
DB13156,Inosine pranobex,36703-88-5
DB13157,Sodium lauryl sulfoacetate,1847-58-1
DB13158,Clobetasone,54063-32-0
DB13160,Alphaprodine,77-20-3
DB13161,Nusinersen,1258984-36-9
DB13163,Terpin hydrate,2451-01-6
DB13164,Olmutinib,1353550-13-6
DB13165,Ripasudil,223645-67-8
DB13166,Zofenopril,81872-10-8
DB13167,Alclofenac,22131-79-9
DB13168,Omega-6 fatty acids,
DB13169,Nandrolone,434-22-0
DB13170,Plecanatide,467426-54-6
DB13171,Glyceryl 1-oleate,111-03-5
DB13172,Tunicamycin,11089-65-9
DB13173,Cerliponase alfa,151662-36-1
DB13174,Rhein,478-43-3
DB13175,Rheinanthrone,480-09-1
DB13177,4-methylumbelliferyl beta-D-glucoside,18997-57-4
DB13178,Inositol,87-89-8
DB13179,Troleandomycin,2751-09-9
DB13180,Gluconic Acid,526-95-4
DB13181,Methylbenactyzium,13473-61-5
DB13182,Daidzein,486-66-8
DB13183,Technetium Tc-99m etifenin,72950-39-1
DB13185,Oxabolone cipionate,1254-35-9
DB13189,Calcitonin porcine,12321-44-7
DB13190,Ethacridine,442-16-0
DB13191,Phosphocreatine,67-07-2
DB13192,Antihemophilic factor human,
DB13193,Vitex agnus-castus fruit extract,
DB13194,Hedera helix leaf extract,
DB13195,Horse chestnut,
DB13196,Valerian,8057-49-6
DB13197,Kallidinogenase,9001-01-8
DB13198,Pepsin,9001-75-6
DB13199,Brinase,9000-99-1
DB13200,Lipegfilgrastim,1117844-87-7
DB13201,Trenonacog alfa,1232401-60-3
DB13202,Piprozolin,17243-64-0
DB13203,Bamifylline,2016-63-9
DB13204,Dimethyl carbate,39589-98-5
DB13205,Teclozan,5560-78-1
DB13206,Bamethan,3703-79-5
DB13207,Arginine glutamate,4320-30-3
DB13208,Prednylidene,599-33-7
DB13209,Bismuth subnitrate,1304-85-4
DB13210,Sodium chlorite,7758-19-2
DB13211,Guanoxan,2165-19-7
DB13212,Phenolsulfonphthalein,143-74-8
DB13213,Butaperazine,653-03-2
DB13214,Sulfadicramide,115-68-4
DB13215,Sulfobromophthalein,297-83-6
DB13216,Oxolamine,959-14-8
DB13217,Fentiazac,18046-21-4
DB13218,Mandelic acid,90-64-2
DB13219,Medifoxamine,32359-34-5
DB13220,Ferrous aspartate,75802-64-1
DB13221,Apronalide,528-92-7
DB13222,Tilbroquinol,7175-09-9
DB13223,Fluocortin,33124-50-4
DB13224,Piperidione,77-03-2
DB13225,Dibenzepin,4498-32-2
DB13226,Acetylleucine,99-15-0
DB13227,Tribenoside,10310-32-4
DB13228,Flosequinan,76568-02-0
DB13229,Enibomal,125-55-3
DB13230,Gestonorone,2137-18-0
DB13231,Calcium lactate,814-80-2
DB13232,Suxibuzone,27470-51-5
DB13233,Alaproclate,60719-82-6
DB13234,Propanidid,1421-14-3
DB13235,Perboric acid,14034-78-7
DB13236,Stibophen,15489-16-4
DB13237,Clofoctol,37693-01-9
DB13238,Tuaminoheptane,123-82-0
DB13239,Neltenexine,99453-84-6
DB13240,Cymarin,508-77-0
DB13241,Begelomab,1403744-56-8
DB13242,Bucladesine,362-74-3
DB13243,Tiazofurine,60084-10-8
DB13244,Aminomethylbenzoic acid,56-91-7
DB13245,Thiram,137-26-8
DB13246,Quinupramine,31721-17-2
DB13247,Pramiracetam,68497-62-1
DB13248,Phthalylsulfathiazole,85-73-4
DB13249,Magnesium silicate,1343-88-0
DB13250,Methylmethionine chloride,1115-84-0
DB13251,Octopamine,104-14-3
DB13252,Tropatepine,27574-24-9
DB13253,Proxibarbal,2537-29-3
DB13254,Prifinium,10236-81-4
DB13255,Propatyl nitrate,2921-92-8
DB13256,Clothiapine,2058-52-8
DB13257,Ferrous sulfate anhydrous,7720-78-7
DB13258,Etofamide,25287-60-9
DB13259,Ethyl chloride,75-00-3
DB13260,Lysozyme,12650-88-3
DB13261,Sitafloxacin,163253-35-8
DB13262,Aceclidine,827-61-2
DB13263,Quassia,84604-10-4
DB13264,Penimepicycline,4599-60-4
DB13265,Hexobendine,54-03-5
DB13266,Cefatrizine,51627-14-6
DB13267,Ritiometan,34914-39-1
DB13268,Acetarsol,97-44-9
DB13269,Dichlorobenzyl alcohol,1777-82-8
DB13270,Dibekacin,34493-98-6
DB13271,Wood creosote,8021-39-4
DB13272,Meladrazine,13957-36-3
DB13273,Sultopride,53583-79-2
DB13274,Micronomicin,52093-21-7
DB13275,Clorindione,1146-99-2
DB13276,Idanpramine,25466-44-8
DB13277,Benziodarone,68-90-6
DB13278,Bucetin,1083-57-4
DB13279,Carbocromen,804-10-4
DB13280,Aluminium acetoacetate,19022-77-6
DB13281,Bromelains,9001-00-7
DB13282,Benzododecinium,10328-35-5
DB13283,Sulfaisodimidine,515-64-0
DB13284,Meticrane,1084-65-7
DB13285,Etilamfetamine,457-87-4
DB13286,Bumadizone,3583-64-0
DB13287,Miocamycin,55881-07-7
DB13288,Tromantadine,53783-83-8
DB13289,Rimazolium,35615-72-6
DB13290,Olaflur,6818-37-7
DB13291,Cloridarol,3611-72-1
DB13292,Pimethixene,314-03-4
DB13293,Ipecac,8012-96-2
DB13294,Azidamfenicol,13838-08-9
DB13295,Atracurium,64228-79-1
DB13296,Propamidine,104-32-5
DB13297,Idrocilamide,6961-46-2
DB13298,Alsactide,34765-96-3
DB13299,Sulglicotide,54182-59-1
DB13300,Epicillin,26774-90-3
DB13302,Hachimycin,1394-02-1
DB13303,Febarbamate,13246-02-1
DB13304,Triaziquone,68-76-8
DB13305,Tolpropamine,5632-44-0
DB13306,Chlorquinaldol,72-80-0
DB13307,Proscillaridin,466-06-8
DB13308,Oxametacin,27035-30-9
DB13309,Benproperine,2156-27-6
DB13310,Ormeloxifene,31477-60-8
DB13311,Trepibutone,41826-92-0
DB13312,Delapril,83435-66-9
DB13313,Melevodopa,7101-51-1
DB13314,Alminoprofen,39718-89-3
DB13315,Sobrerol,42370-41-2
DB13316,Ibopamine,66195-31-1
DB13317,Flunoxaprofen,66934-18-7
DB13318,Demecolcine,477-30-5
DB13319,Propenidazole,76448-31-2
DB13320,Sulfaperin,599-88-2
DB13321,Methiodal,143-47-5
DB13322,Hydrotalcite,12304-65-3
DB13323,Trichloroethylene,79-01-6
DB13324,Tetrazepam,10379-14-3
DB13325,Nifurzide,39978-42-2
DB13326,Euflavine,86-40-8
DB13327,Picotamide,32828-81-2
DB13328,Butanilicaine,3785-21-5
DB13329,Guaiazulen,489-84-9
DB13330,Amezinium metilsulfate,30578-37-1
DB13331,Pyrithyldione,77-04-3
DB13332,Dibutylsuccinate,141-03-7
DB13333,Efloxate,119-41-5
DB13334,Mannosulfan,7518-35-6
DB13335,Pinazepam,52463-83-9
DB13336,Dimethylphthalate,131-11-3
DB13337,Pheneticillin,147-55-7
DB13338,Flurithromycin,82664-20-8
DB13339,Etoglucid,1954-28-5
DB13340,Suloctidil,54767-75-8
DB13341,Fenozolone,15302-16-6
DB13342,Cinepazet,23887-41-4
DB13343,Tioxolone,4991-65-5
DB13344,Mercuric amidochloride,10124-48-8
DB13345,Dihydroergocristine,17479-19-5
DB13346,Bufexamac,2438-72-4
DB13347,Diphenadione,82-66-6
DB13348,Tiadenol,6964-20-1
DB13349,Talastine,16188-61-7
DB13350,Azanidazole,62973-76-6
DB13351,Piperidolate,82-98-4
DB13352,Deanol,108-01-0
DB13353,Viminol,21363-18-8
DB13354,Phenprobamate,673-31-4
DB13355,Visnadine,477-32-7
DB13356,Mesulfen,135-58-0
DB13357,Styramate,94-35-9
DB13358,Cibenzoline,53267-01-9
DB13359,Magnesium aspartate,7018-07-7
DB13360,Tolciclate,50838-36-3
DB13361,Trimethyldiphenylpropylamine,13957-55-6
DB13362,Pheneturide,90-49-3
DB13363,Oxaceprol,33996-33-7
DB13364,Feprazone,30748-29-9
DB13365,Calcium lactate gluconate,11116-97-5
DB13366,Hydrochloric acid,7647-01-0
DB13367,Cloricromen,68206-94-0
DB13368,Motretinide,56281-36-8
DB13369,Benzilone,16175-92-1
DB13370,Bromisoval,496-67-3
DB13371,Difenpiramide,51484-40-3
DB13372,Calcium alginate,9005-35-0
DB13373,Acriflavine,65589-70-0
DB13374,Vincamine,1617-90-9
DB13375,Edrecolomab,156586-89-9
DB13376,Succinimide,123-56-8
DB13377,Vinbarbital,125-42-8
DB13378,Norfenefrine,536-21-0
DB13379,Chiniofon,8002-90-2
DB13380,Difemerine,80387-96-8
DB13381,Sodium feredetate,15708-41-5
DB13382,Chlorproethazine,84-01-5
DB13383,Diiodohydroxypropane,534-08-7
DB13384,Melitracen,5118-29-6
DB13385,Dihydroergocryptine,
DB13386,Epimestrol,7004-98-0
DB13387,Hematin,15489-90-4
DB13388,Phenylmercuric nitrate,55-68-5
DB13389,Iopydol,5579-92-0
DB13391,Levoverbenone,1196-01-6
DB13392,Merbromin,129-16-8
DB13393,Emetine,483-18-1
DB13394,Adrenalone,99-45-6
DB13395,Eprozinol,32665-36-4
DB13396,Neocitrullamon,38964-88-4
DB13397,Prenoxdiazine,47543-65-7
DB13398,Oxyfedrine,15687-41-9
DB13399,Terguride,37686-84-3
DB13400,Linsidomine,33876-97-0
DB13401,Metildigoxin,30685-43-9
DB13402,Acetylglycinamide chloral hydrate,17427-14-4
DB13403,Oxypertine,153-87-7
DB13404,Edetate sodium,64-02-8
DB13405,Mefruside,7195-27-9
DB13406,Carbutamide,339-43-5
DB13407,Nifenazone,2139-47-1
DB13408,Methylpropylpropanediol dinitrate,10605-24-0
DB13409,Rokitamycin,74014-51-0
DB13410,Guanoxabenz,24047-25-4
DB13411,Lofepramine,23047-25-8
DB13412,Pirisudanol,33605-94-6
DB13413,Phenglutarimide,1156-05-4
DB13414,Fenyramidol,553-69-5
DB13415,Pentetrazol,54-95-5
DB13416,Sulbutiamine,3286-46-2
DB13417,Morinamide,952-54-5
DB13418,Moxestrol,34816-55-2
DB13419,Troxipide,30751-05-4
DB13420,Thiazinam,2338-21-8
DB13421,Edoxudine,15176-29-1
DB13422,Nicofuranose,15351-13-0
DB13423,Ferric hydroxide,1309-33-7
DB13424,Clofenotane,50-29-3
DB13425,Flutrimazole,119006-77-8
DB13427,Gold Au-198,10043-49-9
DB13428,Iobenzamic acid,3115-05-7
DB13429,Tolonidine,4201-22-3
DB13430,Mebutizide,3568-00-1
DB13431,Proglumide,6620-60-6
DB13432,Lonazolac,53808-88-1
DB13433,Simfibrate,14929-11-4
DB13434,Fenticonazole,72479-26-6
DB13435,Endralazine,39715-02-1
DB13436,Droxypropine,15599-26-5
DB13437,Medazepam,2898-12-6
DB13438,Prolintane,493-92-5
DB13439,Fenpiprane,3540-95-2
DB13441,Niceritrol,5868-05-3
DB13442,Citiolone,1195-16-0
DB13443,Esatenolol,93379-54-5
DB13444,Ioxitalamic acid,28179-44-4
DB13445,Nepinalone,22443-11-4
DB13446,Guar gum,9000-30-0
DB13447,Prethcamide,8015-51-8
DB13448,Mazaticol,42024-98-6
DB13449,Proxyphylline,603-00-9
DB13451,Tioclomarol,22619-35-8
DB13452,Cadralazine,64241-34-5
DB13453,Xenon,7440-63-3
DB13454,Nicomorphine,639-48-5
DB13455,Phenibut,1078-21-3
DB13456,Midecamycin,35457-80-8
DB13457,Oxaflozane,26629-87-8
DB13458,Thebacon,466-90-0
DB13459,Pecilocin,19504-77-9
DB13460,Ronifibrate,42597-57-9
DB13461,Cefcapene,135889-00-8
DB13462,Bephenium,7181-73-9
DB13463,Oxetorone,26020-55-3
DB13464,Ornipressin,3397-23-7
DB13465,Ciclobendazole,31431-43-3
DB13466,Deptropine,604-51-3
DB13467,Lanatoside C,17575-22-3
DB13468,Etybenzatropine,524-83-4
